# Метеостанция Храброво / им. императрицы Елизаветы Петровны (аэропорт), Россия, METAR=UMKK, выборка с 21.05.2021 по 27.05.2022, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UMKK&lang=ru
#
"Местное время в Храброво / им. императрицы Елизаветы Петровны (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"24.05.2022 16:30";"22.0";"755.1";"756.2";"44";"Ветер, дующий с юго-юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"24.05.2022 16:00";"22.0";"755.1";"756.2";"41";"Ветер, дующий с юго-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"24.05.2022 15:30";"22.0";"755.1";"756.2";"41";"Ветер, дующий с юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"24.05.2022 15:00";"22.0";"755.1";"756.2";"44";"Ветер, дующий с юго-востока";"7";"12";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"24.05.2022 14:30";"22.0";"755.1";"756.2";"41";"Ветер, дующий с юго-востока";"7";"12";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"24.05.2022 14:00";"22.0";"755.8";"756.9";"44";"Ветер, дующий с юго-юго-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"24.05.2022 13:30";"22.0";"755.8";"756.9";"47";"Ветер, дующий с юго-юго-востока";"7";"12";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"24.05.2022 13:00";"21.0";"755.8";"756.9";"43";"Ветер, дующий с юго-юго-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"24.05.2022 12:30";"21.0";"755.8";"756.9";"40";"Ветер, дующий с юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"24.05.2022 12:00";"20.0";"755.8";"756.9";"43";"Ветер, дующий с юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"24.05.2022 11:30";"20.0";"755.8";"756.9";"46";"Ветер, дующий с юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"24.05.2022 11:00";"20.0";"755.8";"756.9";"46";"Ветер, дующий с юго-юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"24.05.2022 10:30";"20.0";"756.6";"757.7";"53";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"24.05.2022 10:00";"19.0";"756.5";"757.7";"52";"Ветер, дующий с юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"24.05.2022 09:30";"18.0";"756.5";"757.7";"60";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"24.05.2022 09:00";"17.0";"756.5";"757.7";"64";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"24.05.2022 08:30";"16.0";"756.5";"757.7";"63";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"24.05.2022 08:00";"15.0";"756.5";"757.7";"68";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"24.05.2022 07:30";"13.0";"756.5";"757.7";"82";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"24.05.2022 07:00";"11.0";"756.5";"757.7";"88";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"24.05.2022 06:30";"10.0";"757.0";"758.2";"88";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"24.05.2022 06:00";"9.0";"757.0";"758.2";"87";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"24.05.2022 05:30";"8.0";"757.0";"758.2";"87";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"24.05.2022 05:00";"7.0";"757.0";"758.2";"87";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"24.05.2022 04:30";"6.0";"757.0";"758.2";"93";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"24.05.2022 04:00";"6.0";"757.0";"758.2";"93";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"24.05.2022 03:30";"6.0";"757.0";"758.2";"87";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"24.05.2022 03:00";"7.0";"757.0";"758.2";"87";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"24.05.2022 02:30";"6.0";"757.8";"759.0";"93";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"24.05.2022 02:00";"7.0";"757.8";"759.0";"93";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"24.05.2022 01:30";"8.0";"757.0";"758.2";"93";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"24.05.2022 01:00";"7.0";"757.0";"758.2";"100";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"24.05.2022 00:30";"5.0";"757.0";"758.2";"100";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"24.05.2022 00:00";"6.0";"757.0";"758.2";"100";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"23.05.2022 23:30";"6.0";"757.8";"759.0";"100";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"23.05.2022 23:00";"6.0";"757.8";"759.0";"100";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"23.05.2022 22:30";"7.0";"757.8";"759.0";"100";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"23.05.2022 22:00";"7.0";"757.8";"759.0";"100";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"23.05.2022 21:30";"9.0";"757.8";"759.0";"94";"Ветер, дующий с востока";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"23.05.2022 21:00";"10.0";"757.8";"759.0";"88";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"23.05.2022 20:30";"12.0";"757.8";"759.0";"77";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"23.05.2022 20:00";"12.0";"757.8";"759.0";"77";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"23.05.2022 19:30";"13.0";"757.8";"759.0";"63";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"23.05.2022 19:00";"13.0";"757.8";"759.0";"63";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"23.05.2022 18:30";"14.0";"757.8";"759.0";"55";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"23.05.2022 18:00";"14.0";"757.8";"759.0";"59";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"23.05.2022 17:30";"14.0";"757.8";"759.0";"55";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"23.05.2022 17:00";"14.0";"758.5";"759.7";"59";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"23.05.2022 16:30";"15.0";"758.5";"759.7";"59";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"23.05.2022 16:00";"15.0";"758.5";"759.7";"59";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"23.05.2022 15:30";"15.0";"758.5";"759.7";"59";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"23.05.2022 15:00";"14.0";"758.5";"759.7";"72";"Ветер, дующий с севера";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"23.05.2022 14:30";"14.0";"758.5";"759.7";"72";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Незначительная (10-30%) 1200 м";"10.0 и более";"9.0";
"23.05.2022 14:00";"14.0";"759.3";"760.5";"72";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Незначительная (10-30%) 1200 м";"10.0 и более";"9.0";
"23.05.2022 13:30";"14.0";"759.3";"760.5";"72";"Ветер, дующий с севера";"5";"";"";"";"Незначительная (10-30%) 1200 м";"10.0 и более";"9.0";
"23.05.2022 13:00";"15.0";"759.3";"760.5";"63";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"23.05.2022 12:30";"15.0";"759.3";"760.5";"59";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"23.05.2022 12:00";"15.0";"759.3";"760.5";"59";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"23.05.2022 11:30";"14.0";"759.3";"760.5";"63";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"23.05.2022 11:00";"13.0";"759.3";"760.5";"67";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"23.05.2022 10:30";"12.0";"759.3";"760.5";"72";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"23.05.2022 10:00";"13.0";"759.3";"760.5";"77";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"23.05.2022 09:30";"12.0";"759.3";"760.5";"82";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"23.05.2022 09:00";"12.0";"759.3";"760.5";"77";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"23.05.2022 08:30";"11.0";"759.3";"760.5";"88";"Ветер, дующий с севера";"3";"";"";"";"Незначительная (10-30%) 270 м";"10.0 и более";"9.0";
"23.05.2022 08:00";"11.0";"759.3";"760.5";"88";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Незначительная (10-30%) 240 м";"10.0 и более";"9.0";
"23.05.2022 07:30";"11.0";"759.3";"760.5";"88";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"23.05.2022 07:00";"10.0";"759.3";"760.5";"88";"Ветер, дующий с северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"23.05.2022 06:30";"9.0";"759.3";"760.5";"100";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"23.05.2022 06:00";"9.0";"758.5";"759.7";"100";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
