# Метеостанция Усть-Нера, Россия, WMO_ID=24585, выборка с 21.05.2024 по 27.05.2025, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=24585&lang=ru
#
"Местное время в Усть-Нере";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.11.2024 10:00";"-27.5";"723.1";"777.0";"0.2";"76";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"-27.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-30.5";"";"";"";"";"";"";
"05.11.2024 07:00";"-26.0";"722.9";"776.4";"0.4";"77";"Ветер, дующий с западо-юго-запада";"2";"";"";"20–30%.";" ";"";"";"-26.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-28.9";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"7.0";
"05.11.2024 04:00";"-24.9";"722.5";"775.6";"0.3";"78";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1500-2000";"Высокослоистые просвечивающие.";"";"20.0";"-27.6";"";"";"";"";"";"";
"05.11.2024 01:00";"-23.1";"722.2";"774.9";"0.4";"82";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1500-2000";"Высокослоистые просвечивающие.";"";"20.0";"-25.4";"";"";"";"";"";"";
"04.11.2024 22:00";"-20.2";"721.8";"773.9";"0.6";"80";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1500-2000";"Высокослоистые просвечивающие.";"";"20.0";"-22.8";"";"";"";"";"";"";
"04.11.2024 19:00";"-15.5";"721.2";"772.3";"0.5";"68";"Ветер, дующий с востока";"3";"";"10";"100%.";" ";"";"";"";"-15.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1500-2000";"";"";"20.0";"-20.2";"Осадков нет";"12";"";"";"";"";
"04.11.2024 16:00";"-15.5";"720.7";"771.8";"0.0";"68";"Ветер, дующий с востока";"5";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1500-2000";"";"";"50.0";"-20.1";"";"";"";"";"";"";
"04.11.2024 13:00";"-15.9";"720.7";"771.8";"-0.3";"67";"Ветер, дующий с востока";"5";"";"10";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"50.0";"-20.7";"";"";"";"";"";"";
"04.11.2024 10:00";"-18.1";"721.0";"772.6";"0.3";"71";"Ветер, дующий с востоко-северо-востока";"6";"";"12";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"50.0";"-22.1";"";"";"";"";"";"";
"04.11.2024 07:00";"-18.5";"720.7";"772.4";"0.1";"72";"Ветер, дующий с востоко-северо-востока";"5";"";"10";"90  или более, но не 100%";" ";"";"";"-19.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-22.3";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"7.0";
"04.11.2024 04:00";"-19.2";"720.6";"772.4";"0.2";"79";"Ветер, дующий с востоко-северо-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-22.0";"";"";"";"";"";"";
"04.11.2024 01:00";"-18.4";"720.4";"772.0";"0.3";"78";"Ветер, дующий с северо-северо-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-21.3";"";"";"";"";"";"";
"03.11.2024 22:00";"-16.8";"720.1";"771.4";"0.5";"78";"Ветер, дующий с востоко-северо-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-19.8";"";"";"";"";"";"";
"03.11.2024 19:00";"-15.9";"719.6";"770.7";"0.3";"74";"Ветер, дующий с востоко-северо-востока";"4";"";"";"100%.";" ";"";"";"";"-15.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"20.0";"-19.5";"Осадков нет";"12";"";"";"";"";
"03.11.2024 16:00";"-15.6";"719.3";"770.3";"-0.1";"72";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1500-2000";"Высокослоистые просвечивающие.";"";"50.0";"-19.5";"";"";"";"";"";"";
"03.11.2024 13:00";"-16.9";"719.4";"770.6";"-0.4";"73";"Ветер, дующий с северо-востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1500-2000";"Высокослоистые просвечивающие.";"";"50.0";"-20.6";"";"";"";"";"";"";
"03.11.2024 10:00";"-18.9";"719.8";"771.4";"-0.2";"77";"Ветер, дующий с востоко-северо-востока";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-22.0";"";"";"";"";"";"";
"03.11.2024 07:00";"-23.6";"720.0";"772.7";"0.2";"79";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-28.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-26.2";"0.3";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"7.0";
"03.11.2024 04:00";"-21.5";"719.8";"772.1";"-0.6";"80";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-24.0";"";"";"";"";"";"";
"03.11.2024 01:00";"-24.8";"720.4";"773.4";"-0.3";"78";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"20.0";"-27.6";"";"";"";"";"";"";
"02.11.2024 22:00";"-26.6";"720.7";"774.1";"-0.3";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"20.0";"-29.7";"";"";"";"";"";"";
"02.11.2024 19:00";"-28.1";"721.0";"774.7";"0.1";"75";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"-24.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-31.2";"Осадков нет";"12";"";"";"";"";
"02.11.2024 16:00";"-25.5";"720.9";"774.1";"-0.4";"74";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-28.8";"";"";"";"";"";"";
"02.11.2024 13:00";"-26.4";"721.3";"774.8";"-0.8";"72";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-30.0";"";"";"";"";"";"";
"02.11.2024 10:00";"-32.0";"722.1";"776.9";"0.2";"71";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-35.5";"";"";"";"";"";"";
"02.11.2024 07:00";"-32.9";"721.9";"776.9";"0.0";"70";"Ветер, дующий с западо-юго-запада";"1";"";"";"60%.";" ";"";"";"-34.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-36.5";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"7.0";
"02.11.2024 04:00";"-34.2";"721.9";"777.2";"-0.3";"69";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-37.9";"";"";"";"";"";"";
"02.11.2024 01:00";"-34.3";"722.2";"777.6";"0.0";"68";"Ветер, дующий с западо-северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-38.1";"";"";"";"";"";"";
"01.11.2024 22:00";"-33.4";"722.2";"777.3";"0.3";"69";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-37.1";"";"";"";"";"";"";
"01.11.2024 19:00";"-32.7";"721.9";"776.9";"0.2";"70";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-26.5";"";"";"";"";"";"50.0";"-36.3";"Осадков нет";"12";"";"";"";"";
"01.11.2024 16:00";"-29.5";"721.7";"775.8";"-0.3";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-32.5";"";"";"";"";"";"";
"01.11.2024 13:00";"-30.5";"722.0";"776.4";"-0.7";"73";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-33.8";"";"";"";"";"";"";
"01.11.2024 10:00";"-33.6";"722.7";"777.9";"0.4";"68";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-35.2";"";"";"";"";"";"";"50.0";"-37.4";"";"";"";"";"";"";
"01.11.2024 07:00";"-34.7";"722.3";"777.7";"0.4";"68";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-34.7";"";"";"";"";"";"";"20.0";"-38.5";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"7.0";
"01.11.2024 04:00";"-34.3";"721.9";"777.1";"0.3";"68";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-38.1";"";"";"";"";"";"";
"01.11.2024 01:00";"-33.2";"721.6";"776.6";"0.5";"70";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-36.8";"";"";"";"";"";"";
"31.10.2024 22:00";"-32.0";"721.1";"775.9";"0.4";"70";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-35.6";"";"";"";"";"";"";
"31.10.2024 19:00";"-31.1";"720.7";"775.1";"0.7";"73";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-24.5";"";"";"";"";"";"20.0";"-34.4";"Осадков нет";"12";"";"";"";"";
"31.10.2024 16:00";"-26.5";"720.0";"773.3";"0.6";"76";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-29.5";"";"";"";"";"";"";
"31.10.2024 13:00";"-24.7";"719.4";"772.3";"0.2";"76";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-27.7";"";"";"";"";"";"";
"31.10.2024 10:00";"-26.9";"719.2";"772.6";"1.0";"76";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-29.8";"";"";"";"";"";"";
"31.10.2024 07:00";"-26.0";"718.2";"771.4";"0.6";"78";"Ветер, дующий с западо-юго-запада";"1";"";"";"40%.";" ";"";"";"-28.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-28.7";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"7.0";
"31.10.2024 04:00";"-28.6";"717.6";"771.2";"0.6";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-31.6";"";"";"";"";"";"";
"31.10.2024 01:00";"-27.1";"717.0";"770.2";"0.4";"76";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-30.1";"";"";"";"";"";"";
"30.10.2024 22:00";"-24.0";"716.6";"769.1";"0.1";"79";"Ветер, дующий с западо-юго-запада";"1";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-26.6";"";"";"";"";"";"";
"30.10.2024 19:00";"-23.9";"716.5";"769.0";"0.0";"80";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"-22.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"20.0";"-26.4";"Осадков нет";"12";"";"";"";"";
"30.10.2024 16:00";"-23.0";"716.5";"768.7";"0.2";"78";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"50.0";"-25.8";"";"";"";"";"";"";
"30.10.2024 13:00";"-24.0";"716.3";"768.8";"-0.6";"76";"Ветер, дующий с северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"-27.0";"";"";"";"";"";"";
"30.10.2024 10:00";"-28.9";"716.9";"770.6";"0.4";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-30.5";"";"";"";"";"";"";"50.0";"-32.0";"";"";"";"";"";"";
"30.10.2024 07:00";"-29.6";"716.5";"770.2";"0.3";"74";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-29.6";"";"";"";"";"";"";"20.0";"-32.8";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"7.0";
"30.10.2024 04:00";"-26.5";"716.2";"769.3";"0.0";"77";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-29.3";"";"";"";"";"";"";
"30.10.2024 01:00";"-26.6";"716.2";"769.3";"0.2";"77";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-29.4";"";"";"";"";"";"";
"29.10.2024 22:00";"-27.6";"716.0";"769.3";"0.4";"76";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-30.5";"";"";"";"";"";"";
"29.10.2024 19:00";"-27.4";"715.6";"768.9";"0.7";"76";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-20.0";"";"";"";"";"";"20.0";"-30.3";"Осадков нет";"12";"";"";"";"";
"29.10.2024 16:00";"-21.4";"714.9";"766.8";"-0.2";"76";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"-24.5";"";"";"";"";"";"";
"29.10.2024 13:00";"-20.8";"715.1";"766.9";"-0.3";"74";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-24.2";"";"";"";"";"";"";
"29.10.2024 10:00";"-24.4";"715.4";"768.0";"0.4";"78";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-27.2";"";"";"";"";"";"";
"29.10.2024 07:00";"-29.0";"715.0";"768.5";"0.3";"75";"Ветер, дующий с западо-северо-запада";"1";"";"";"40%.";" ";"";"";"-29.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-32.0";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"7.0";
"29.10.2024 04:00";"-27.7";"714.7";"768.0";"0.0";"76";"Ветер, дующий с западо-юго-запада";"1";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-30.7";"";"";"";"";"";"";
"29.10.2024 01:00";"-26.1";"714.7";"767.5";"0.3";"77";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-29.0";"";"";"";"";"";"";
"28.10.2024 22:00";"-27.4";"714.4";"767.5";"0.3";"76";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-30.3";"";"";"";"";"";"";
"28.10.2024 19:00";"-26.1";"714.1";"766.9";"0.7";"77";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-17.5";"";"";"";"";"";"20.0";"-29.0";"Осадков нет";"12";"";"";"";"";
"28.10.2024 16:00";"-20.4";"713.4";"765.0";"0.2";"80";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-23.0";"";"";"";"";"";"";
"28.10.2024 13:00";"-19.1";"713.2";"764.5";"-0.3";"83";"Ветер, дующий с западо-юго-запада";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-21.3";"";"";"";"";"";"";
"28.10.2024 10:00";"-25.1";"713.5";"766.0";"0.4";"78";"Ветер, дующий с западо-юго-запада";"1";"";"";"20–30%.";" ";"";"";"-26.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-27.8";"";"";"";"";"";"";
"28.10.2024 07:00";"-25.4";"713.1";"765.7";"0.5";"78";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"-25.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-28.1";"0.3";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"7.0";
"28.10.2024 04:00";"-22.4";"712.6";"764.5";"0.3";"82";"Ветер, дующий с северо-северо-востока";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-24.6";"";"";"";"";"";"";
"28.10.2024 01:00";"-21.4";"712.3";"763.9";"0.3";"83";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-23.5";"";"";"";"";"";"";
"27.10.2024 22:00";"-15.4";"712.0";"762.4";"-0.1";"84";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-17.5";"";"";"";"";"";"";
"27.10.2024 19:00";"-16.8";"712.1";"762.8";"0.2";"83";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-15.5";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-19.0";"0.2";"12";"";"";"";"";
"27.10.2024 16:00";"-16.2";"711.9";"762.4";"-0.3";"77";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";"20.0";"-19.3";"";"";"";"";"";"";
"27.10.2024 13:00";"-18.6";"712.2";"763.3";"-0.8";"75";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-22.0";"";"";"";"";"";"";
"27.10.2024 10:00";"-23.5";"713.0";"765.2";"0.3";"79";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"-24.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-26.1";"";"";"";"";"";"";
"27.10.2024 07:00";"-23.8";"712.7";"764.9";"0.4";"79";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-23.9";"";"";"";"";"";"";"20.0";"-26.4";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"7.0";
"27.10.2024 04:00";"-19.6";"712.3";"763.6";"0.2";"81";"Ветер, дующий с северо-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-22.0";"";"";"";"";"";"";
"27.10.2024 01:00";"-18.1";"712.1";"763.1";"0.0";"80";"Ветер, дующий с северо-северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-20.7";"";"";"";"";"";"";
